id,name,name_en,slug,type,region,governorate_id,governorate,parent_id,inside_city_id,inside_city,latitude,longitude,coordinate_quality,delivery_fee,standard_delivery_fee,express_delivery_fee,free_delivery_over,active,source_note
1297,حلول,Halhul,halhul,city,west_bank,11,الخليل,,,,31.485426,35.217409,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1298,بيت أمر,Beit Ummar,beit-ummar,town,west_bank,11,الخليل,,,,31.556663,35.076967,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1299,إذنا,Idhna,idhna,town,west_bank,11,الخليل,,,,31.476601,35.03958,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1300,ترقوميا,Tarqumiya,tarqumiya,town,west_bank,11,الخليل,,,,31.561813,35.248368,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1301,سعير,Sair,sair,town,west_bank,11,الخليل,,,,31.544227,35.027328,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1302,الشيوخ,Ash Shuyukh,ash-shuyukh,town,west_bank,11,الخليل,,,,31.466736,35.143833,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1303,بني نعيم,Bani Naim,bani-naim,town,west_bank,11,الخليل,,,,31.54375,35.09784,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1304,السموع,As Samu,as-samu,town,west_bank,11,الخليل,,,,31.506447,35.016113,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1305,تفوح,Taffuh,taffuh,town,west_bank,11,الخليل,,,,31.512928,35.231229,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1306,بيت كاحل,Beit Kahil,beit-kahil,town,west_bank,11,الخليل,,,,31.549706,35.064807,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1307,خاراس,Kharas,kharas,town,west_bank,11,الخليل,,,,31.473819,35.07677,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1308,نوبا,Nuba,nuba,town,west_bank,11,الخليل,,,,31.587496,35.214019,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1309,صوريف,Surif,surif,town,west_bank,11,الخليل,,,,31.531393,35.028652,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1310,بيت أولا,Beit Ula,beit-ula,town,west_bank,11,الخليل,,,,31.483216,35.175491,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1311,الريحية,Ar Rihiya,ar-rihiya,village,west_bank,11,الخليل,,,,31.540878,35.089084,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1312,الفوار,Al Fawwar Camp,al-fawwar-camp,camp,west_bank,11,الخليل,,,,31.496638,35.039389,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1313,العروب,Al Arroub Camp,al-arroub-camp,camp,west_bank,11,الخليل,,,,31.540142,35.226964,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1314,مخيم الخليل,Hebron Camp,hebron-camp,camp,west_bank,11,الخليل,,,,31.541747,35.059298,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1315,كرمة,Karma,karma,village,west_bank,11,الخليل,,,,31.478167,35.111211,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1316,المجد,Al Majd,al-majd,village,west_bank,11,الخليل,,,,31.604353,35.167447,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1317,دير سامت,Deir Samit,deir-samit,village,west_bank,11,الخليل,,,,31.520803,35.037604,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1318,بيت عوا,Beit Awwa,beit-awwa,town,west_bank,11,الخليل,,,,31.503662,35.193675,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1319,الكوم,Al Kum,al-kum,village,west_bank,11,الخليل,,,,31.617972,35.023039,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1320,المورق,Al Muwarraq,al-muwarraq,village,west_bank,11,الخليل,,,,31.492425,35.065436,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1321,إمريش,Imreish,imreish,village,west_bank,11,الخليل,,,,31.563732,35.206661,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1322,حدب الفوار,Hadab al Fawwar,hadab-al-fawwar,village,west_bank,11,الخليل,,,,31.534344,35.060023,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1323,رابود,Rabud,rabud,village,west_bank,11,الخليل,,,,31.488275,35.138793,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1324,أبو العسجا,Abu al Asja,abu-al-asja,village,west_bank,11,الخليل,,,,31.610985,35.115285,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1325,خرسا,Khursa,khursa,village,west_bank,11,الخليل,,,,31.51363,35.05158,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1326,أم الشقحان,Umm ash Shaqhan,umm-ash-shaqhan,village,west_bank,11,الخليل,,,,31.525113,35.197433,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1327,الكرمل,Al Karmel,al-karmel,village,west_bank,11,الخليل,,,,31.597415,34.976576,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1328,التوانة,At Tuwani,at-tuwani,village,west_bank,11,الخليل,,,,31.49359,35.090333,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1329,مسافر يطا,Masafer Yatta,masafer-yatta,village,west_bank,11,الخليل,,,,31.58109,35.17424,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1330,سوسيا,Susiya,susiya,village,west_bank,11,الخليل,,,,31.528749,35.065505,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1331,زيف,Zif,zif,village,west_bank,11,الخليل,,,,31.502142,35.15676,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1332,قريتين,Qureitin,qureitin,village,west_bank,11,الخليل,,,,31.607378,35.064382,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1333,بيت الروش,Beit ar Rush,beit-ar-rush,village,west_bank,11,الخليل,,,,31.510354,35.06753,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1334,دير العسل الفوقا,Deir al Asal al Fauqa,deir-al-asal-al-fauqa,village,west_bank,11,الخليل,,,,31.54475,35.187789,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1335,دير العسل التحتا,Deir al Asal at Tahta,deir-al-asal-at-tahta,village,west_bank,11,الخليل,,,,31.570315,34.947103,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1336,بيت مقدوم,Beit Maqdum,beit-maqdum,village,west_bank,11,الخليل,,,,31.499163,35.110798,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1337,واد الشاجنة,Wad ash Shajina,wad-ash-shajina,village,west_bank,11,الخليل,,,,31.590624,35.134848,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1338,الناصرة,Nazareth,nazareth,city,inside_48,12,الداخل الفلسطيني - الناصرة,,1338,الناصرة,32.5,35.0,governorate_center,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1339,أم الفحم,Umm al-Fahm,umm-al-fahm,city,inside_48,12,الداخل الفلسطيني - أم الفحم,,1339,أم الفحم,32.397675,35.016329,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1340,سخنين,Sakhnin,sakhnin,city,inside_48,12,الداخل الفلسطيني - سخنين,,1340,سخنين,32.519921,35.027769,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1341,شفا عمرو,Shefa-Amr,shefa-amr,city,inside_48,12,الداخل الفلسطيني - شفا عمرو,,1341,شفا عمرو,32.487687,34.873445,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1342,طمرة,Tamra,tamra,city,inside_48,12,الداخل الفلسطيني - طمرة,,1342,طمرة,32.437597,35.178372,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1343,رهط,Rahat,rahat,city,inside_48,12,الداخل الفلسطيني - رهط,,1343,رهط,32.537329,34.981753,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1344,عرابة البطوف,Arraba,arraba,city,inside_48,12,الداخل الفلسطيني - عرابة البطوف,,1344,عرابة البطوف,32.425242,34.929411,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1345,باقة الغربية,Baqa al-Gharbiyye,baqa-al-gharbiyye,city,inside_48,12,الداخل الفلسطيني - باقة الغربية,,1345,باقة الغربية,32.544538,35.221715,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1346,الطيبة,Tayibe,tayibe,city,inside_48,12,الداخل الفلسطيني - الطيبة,,1346,الطيبة,32.519918,34.91226,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1347,الطيرة,Tira,tira,city,inside_48,12,الداخل الفلسطيني - الطيرة,,1391,الطيرة,32.41143,35.075366,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1348,قلنسوة,Qalansawe,qalansawe,city,inside_48,12,الداخل الفلسطيني - الطيبة,1346,1346,الطيبة,32.51925,35.010976,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1349,كفر قاسم,Kafr Qasim,kafr-qasim,city,inside_48,12,الداخل الفلسطيني - كفر قاسم,,1349,كفر قاسم,32.467026,34.896558,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1350,كفر كنا,Kafr Kanna,kafr-kanna,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.476099,35.197721,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1351,دبورية,Daburiyya,daburiyya,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.527589,34.96473,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1352,عين ماهل,Ein Mahil,ein-mahil,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.421347,34.981478,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1353,إكسال,Iksal,iksal,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.580494,35.173627,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1354,الرينة,Reineh,reineh,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.50195,34.914113,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1355,المشهد,Mashhad,mashhad,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.434502,35.119688,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1356,يافة الناصرة,Yafa an-Naseriyye,yafa-an-naseriyye,town,inside_48,12,الداخل الفلسطيني - الناصرة,1338,1338,الناصرة,32.51523,34.998717,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1357,كابول,Kabul,kabul,town,inside_48,12,الداخل الفلسطيني - طمرة,1342,1342,طمرة,32.453293,34.929145,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1358,عرعرة,Arara,arara,town,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.514199,35.19175,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1359,كفر قرع,Kafr Qara,kafr-qara,town,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.516445,34.957017,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1360,مصمص,Musmus,musmus,village,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.427433,35.029695,approximate_generated,43,43,53,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1361,معاوية,Muawiya,muawiya,village,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.604094,35.108426,approximate_generated,43,43,53,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1362,سالم,Salem,salem,village,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.487124,34.926645,approximate_generated,43,43,53,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1363,زلفة,Zalafa,zalafa,village,inside_48,12,الداخل الفلسطيني - أم الفحم,1339,1339,أم الفحم,32.463127,35.145145,approximate_generated,43,43,53,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1364,عرعرة النقب,Arara BaNegev,arara-banegev,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.623161,34.906255,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1365,تل السبع,Tel as-Sabi,tel-as-sabi,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.447395,34.965611,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1366,كسيفة,Kuseife,kuseife,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.547225,35.163325,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1367,حورة,Hura,hura,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.506081,34.958032,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1368,اللقية,Lakiya,lakiya,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.441585,35.068311,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1369,شقيب السلام,Shaqib al-Salam,shaqib-al-salam,town,inside_48,12,الداخل الفلسطيني - رهط,1343,1343,رهط,32.613378,35.0354,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1370,جسر الزرقاء,Jisr az-Zarqa,jisr-az-zarqa,city,inside_48,12,الداخل الفلسطيني - جسر الزرقاء,,1370,جسر الزرقاء,32.477082,34.946212,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1371,الفريديس,Fureidis,fureidis,city,inside_48,12,الداخل الفلسطيني - الفريديس,,1371,الفريديس,32.493158,35.150406,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1372,دالية الكرمل,Daliyat al-Karmel,daliyat-al-karmel,city,inside_48,12,الداخل الفلسطيني - حيفا العربية,1386,1386,حيفا العربية,32.594381,34.841207,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1373,عسفيا,Isfiya,isfiya,town,inside_48,12,الداخل الفلسطيني - حيفا العربية,1386,1386,حيفا العربية,32.449027,35.000466,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1374,المغار,Maghar,maghar,city,inside_48,12,الداخل الفلسطيني - المغار,,1374,المغار,32.571526,35.117936,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1375,البعنة,Baine,baine,town,inside_48,12,الداخل الفلسطيني - سخنين,1340,1340,سخنين,32.498249,34.965707,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1376,دير الأسد,Deir al-Asad,deir-al-asad,town,inside_48,12,الداخل الفلسطيني - سخنين,1340,1340,سخنين,32.460998,35.093464,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1377,مجد الكروم,Majd al-Krum,majd-al-krum,town,inside_48,12,الداخل الفلسطيني - سخنين,1340,1340,سخنين,32.608329,34.964135,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1378,نحف,Nahf,nahf,town,inside_48,12,الداخل الفلسطيني - سخنين,1340,1340,سخنين,32.472495,34.968542,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1379,يركا,Yarka,yarka,town,inside_48,12,الداخل الفلسطيني - كفر ياسيف,1382,1382,كفر ياسيف,32.52065,35.136905,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1380,جولس,Julis,julis,town,inside_48,12,الداخل الفلسطيني - كفر ياسيف,1382,1382,كفر ياسيف,32.556441,34.799945,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1381,أبو سنان,Abu Snan,abu-snan,town,inside_48,12,الداخل الفلسطيني - كفر ياسيف,1382,1382,كفر ياسيف,32.456828,35.029117,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1382,كفر ياسيف,Kafr Yasif,kafr-yasif,city,inside_48,12,الداخل الفلسطيني - كفر ياسيف,,1382,كفر ياسيف,32.584874,35.062787,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1383,الجديدة المكر,Jadeidi-Makr,jadeidi-makr,town,inside_48,12,الداخل الفلسطيني - كفر ياسيف,1382,1382,كفر ياسيف,32.493996,34.976977,approximate_generated,40,40,50,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1384,المزرعة,Mazraaa,mazraaa,village,inside_48,12,الداخل الفلسطيني - كفر ياسيف,1382,1382,كفر ياسيف,32.482452,35.103556,approximate_generated,43,43,53,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1385,عكا العربية,Arab Acre,arab-acre,city,inside_48,12,الداخل الفلسطيني - عكا العربية,,1385,عكا العربية,32.590736,34.903272,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1386,حيفا العربية,Arab Haifa,arab-haifa,city,inside_48,12,الداخل الفلسطيني - حيفا العربية,,1386,حيفا العربية,32.473047,34.989487,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1387,اللد,Lod,lod,city,inside_48,12,الداخل الفلسطيني - اللد,,1387,اللد,32.542374,35.108412,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1388,الرملة,Ramla,ramla,city,inside_48,12,الداخل الفلسطيني - الرملة,,1388,الرملة,32.514659,34.785772,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1389,يافا,Jaffa,jaffa,city,inside_48,12,الداخل الفلسطيني - يافا,,1389,يافا,32.468695,35.048469,approximate_generated,35,35,45,500,True,Inside 48 localities are grouped by nearest/primary Arab city hub; verify exact service coverage and coordinates before production.
1390,الماصيون,Al Masyoun,al-masyoun,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.933732,35.316661,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1391,الطيرة,Al Tireh,al-tireh,city,west_bank,7,رام الله والبيرة,1166,,,31.904344,35.170023,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1392,المصايف,Al Masayef,al-masayef,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.858275,35.248793,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1393,سطح مرحبا,Sateh Marhaba,sateh-marhaba,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.980985,35.225285,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1394,عين مصباح,Ein Misbah,ein-misbah,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.88363,35.16158,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1395,البالوع,Al Balou,al-balou,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.895113,35.307433,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1396,الإرسال,Al Irsal,al-irsal,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.967415,35.086576,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1397,عين منجد,Ein Munjid,ein-munjid,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.86359,35.200333,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1398,رام الله التحتا,Lower Ramallah,lower-ramallah,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.95109,35.28424,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1399,رام الله القديمة,Old Ramallah,old-ramallah,neighborhood,west_bank,7,رام الله والبيرة,1166,,,31.898749,35.175505,approximate_generated,15,15,25,300,True,Operational neighborhood list; validate locally.
1400,رأس العامود,Ras al-Amud,ras-al-amud,neighborhood,jerusalem,9,القدس,,,,31.7742,35.2442,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1401,الصوانة,As Suwwana,as-suwwana,neighborhood,jerusalem,9,القدس,,,,31.783,35.2405,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1402,باب حطة,Bab Hutta,bab-hutta,neighborhood,jerusalem,9,القدس,,,,31.7809,35.2345,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1403,باب الواد,Bab al-Wad,bab-al-wad,neighborhood,jerusalem,9,القدس,,,,31.819,35.083,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1404,حارة السعدية,Saadiya Quarter,saadiya-quarter,neighborhood,jerusalem,9,القدس,,,,31.7816,35.2332,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1405,حارة النصارى,Christian Quarter,christian-quarter,neighborhood,jerusalem,9,القدس,,,,31.7786,35.2299,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1406,حارة المسلمين,Muslim Quarter,muslim-quarter,neighborhood,jerusalem,9,القدس,,,,31.7812,35.234,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1407,حارة الأرمن,Armenian Quarter,armenian-quarter,neighborhood,jerusalem,9,القدس,,,,31.7757,35.228,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1408,حارة الشرف,Sharaf Quarter,sharaf-quarter,neighborhood,jerusalem,9,القدس,,,,31.7755,35.2306,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1409,باب العامود,Damascus Gate Area,damascus-gate-area,neighborhood,jerusalem,9,القدس,,,,31.7819,35.2291,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1410,باب الخليل,Jaffa Gate Area,jaffa-gate-area,neighborhood,jerusalem,9,القدس,,,,31.7768,35.227,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1411,وادي حلوة,Wadi Hilweh,wadi-hilweh,neighborhood,jerusalem,9,القدس,,,,31.7731,35.2352,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1412,عين اللوزة,Ein al-Loza,ein-al-loza,neighborhood,jerusalem,9,القدس,,,,31.7688,35.2356,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1413,بطن الهوى,Batan al-Hawa,batan-al-hawa,neighborhood,jerusalem,9,القدس,,,,31.7681,35.2383,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1414,الحارة الوسطى سلوان,Middle Quarter Silwan,middle-quarter-silwan,neighborhood,jerusalem,9,القدس,,,,31.77,35.236,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1415,واد قدوم,Wadi Qaddum,wadi-qaddum,neighborhood,jerusalem,9,القدس,,,,31.7626,35.2395,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1416,حي العباسية,Abbasiya Silwan,abbasiya-silwan,neighborhood,jerusalem,9,القدس,,,,31.7652,35.2374,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1417,الثوري الفوقا,Upper Ath Thuri,upper-ath-thuri,neighborhood,jerusalem,9,القدس,,,,31.7655,35.2255,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
1418,أبو طور,Abu Tor,abu-tor,neighborhood,jerusalem,9,القدس,,,,31.7659,35.231,approximate_seed,20,20,30,300,True,Expanded Jerusalem/Inside-48 seed list compiled from public locality references; coordinates and fees require field validation.
